%eval_id interface p1             p2             p3             p4             p5             p6             p7             p8             p9             p10            p11            p12            p13            p14            p15            activation     energy         maxamp         
4484     INTERFACE  -1.117404165   0.6363556932   2.667336584    2.176257269    1.051769798    -2.186763142   -4.294651743   -5.141661351   -5.001870905   -2.926810291   -5.513421943   -5.351370011   -4.381857997   -4.646715195   -5.917425238   -0.767244637   4.786572042e-06 5.164101124    
4485     INTERFACE  -1.117404165   0.9021727893   1.249143778    2.176257269    3.432642777    4.05294498     -5.816961298   -4.609065066   -5.001870905   -2.926810291   -4.519226257   -5.387998596   -4.582794279   -4.646715195   -6.493841122   -0.9033766985  6.84682756e-06 6.133540329    
4486     INTERFACE  -1.117404165   0.9411241171   1.468466784    0.9261654007   0.9555115208   -1.326741911   -5.816961298   -4.609065066   -4.235625527   -2.926810291   -5.166088974   -4.186844033   -3.907316747   -4.646715195   -4.545998539   -0.6548867822  3.599172563e-06 3.855610779    
4487     INTERFACE  -1.117404165   1.216411212    1.468466784    0.9261654007   5.993382609    4.991285155    5.781894086    -5.296272733   -4.235625527   -2.926810291   -5.166088974   -4.186844033   -4.582794279   -4.646715195   -4.545998539   -0.9370939732  8.833721855e-06 7.013816889    
4488     INTERFACE  -1.117404165   1.216411212    4.458479043    6.267846606    5.993382609    -1.855649347   5.781894086    -2.132867963   -4.235625527   -2.926810291   -1.846658472   1.348715613    -4.582794279   -4.646715195   -4.545998539   -0.8729659319  8.414399068e-06 6.444333769    
4489     INTERFACE  -1.117404165   1.216411212    4.458479043    6.267846606    5.993382609    4.991285155    5.781894086    -5.296272733   -3.509277598   -2.327034538   -1.504092717   1.348715613    -4.582794279   -4.646715195   -2.416633093   -0.9157488346  9.111461118e-06 5.97673473     
4490     INTERFACE  -1.117404165   1.216411212    4.458479043    6.267846606    5.993382609    4.991285155    5.781894086    -4.648516281   -3.509277598   -2.327034538   -1.504092717   1.348715613    -4.582794279   -4.646715195   -3.014249156   -0.9155743718  8.99534064e-06 5.973600956    
4491     INTERFACE  -0.8550893656  -0.06900481243 -1.51945397    0.7219755601   2.863862422    -1.689094238   -4.294651743   -2.132867963   -3.509277598   -2.85507929    -2.550128335   -3.678711089   -4.582794279   -4.646715195   -3.143588041   -0.5673292279  2.405873922e-06 4.860151043    
4492     INTERFACE  -0.8550893656  0.3236675589   0.4676492223   2.667292751    2.863862422    -1.689094238   -4.294651743   -2.132867963   -5.001870905   -2.85507929    -2.550128335   -4.186844033   -4.079288633   -3.651024718   -6.060900286   -0.7300475836  3.813456268e-06 4.803510394    
4493     INTERFACE  -0.8550893656  0.3236675589   0.4676492223   2.667292751    2.863862422    -1.689094238   -4.294651743   -2.132867963   -5.001870905   -2.85507929    -2.550128335   -3.898179021   -4.079288633   -4.314392505   -6.060900286   -0.7338218689  3.867016342e-06 4.826929317    
4494     INTERFACE  -0.6740410393  -0.3411788895  -1.51945397    2.324332702    2.242055195    4.05294498     -4.294651743   -2.046038399   -3.509277598   -4.828874615   -1.009649312   -4.186844033   -4.252035254   -4.646715195   -3.014249156   -0.757907629   4.104454331e-06 5.659424751    
4495     INTERFACE  -0.6740410393  0.1286910045   0.3766146781   2.324332702    3.825224009    -2.168174054   -2.745000615   -2.132867963   -3.082994221   -2.327034538   -1.053885173   -1.63163498    -4.582794279   -4.646715195   -3.014249156   -0.6618914008  2.85014242e-06 5.16300706     
4496     INTERFACE  -0.6740410393  0.5072899107   0.3766146781   2.176257269    0.1123032837   -1.853961886   -2.745000615   -2.132867963   -3.082994221   -2.441687576   -1.053885173   -4.186844033   -4.582794279   -4.646715195   -3.014249156   -0.4718877673  2.178913314e-06 3.878918269    
4497     INTERFACE  -0.6740410393  0.5072899107   0.680865325    2.667292751    2.863862422    5.335741698    5.640313205    -2.19118852    -5.360471708   -2.721290593   -2.550128335   -4.186844033   -4.582794279   -3.284510759   -5.468951621   -0.9083629251  6.924648502e-06 6.473116679    
4498     INTERFACE  -0.6740410393  0.5072899107   1.249143778    2.176257269    0.1123032837   2.259169975    -6.333787409   -4.609065066   -5.001870905   -2.926810291   -5.166088974   -4.809036781   -4.582794279   -4.748274418   -3.061346575   -0.7512120605  4.699990548e-06 4.484729445    
4499     INTERFACE  -0.6740410393  1.085659378    0.5326274998   2.176257269    0.1123032837   -2.168174054   -2.745000615   -2.331791668   -2.803407374   -2.435325334   -2.083915094   -3.486430509   -4.582794279   -4.646715195   -3.014249156   -0.4990728199  2.178863425e-06 3.867819575    
4500     INTERFACE  -0.6592709018  0.06793574817  0.5326274998   2.176257269    4.003822593    4.991285155    -2.745000615   -2.132867963   -2.803407374   -2.926810291   -2.150009911   -4.186844033   -4.003134195   -4.646715195   -3.014249156   -0.8375504017  4.486833665e-06 6.08480899     
4501     INTERFACE  -0.6592709018  0.06793574817  0.5326274998   2.176257269    4.003822593    4.991285155    -2.745000615   -1.599506054   -2.803407374   -2.926810291   -1.566310701   -4.186844033   -4.003134195   -4.646715195   -3.014249156   -0.8269724846  4.422219327e-06 6.01499267     
4502     INTERFACE  -0.6592709018  0.06793574817  0.8583369783   2.803007031    3.801575607    4.05294498     -5.687542818   -2.100338034   -5.533282556   -2.926810291   -1.189843506   -5.351370011   -4.220223828   -4.646715195   -2.583279414   -0.8583850265  5.68831278e-06 5.510124743    
4503     INTERFACE  -0.6592709018  0.06793574817  0.8583369783   2.803007031    4.003822593    4.05294498     -5.687542818   -2.627290022   -5.533282556   -2.926810291   -1.189843506   -5.351370011   -4.220223828   -4.646715195   -2.583279414   -0.8656595945  5.800523144e-06 5.530418806    
4504     INTERFACE  -0.6592709018  0.06793574817  0.8583369783   2.803007031    4.003822593    4.05294498     -5.109596357   -2.100338034   -5.533282556   -2.926810291   -1.189843506   -5.351370011   -4.220223828   -4.646715195   -2.583279414   -0.8581021428  5.600982908e-06 5.461362653    
4505     INTERFACE  -0.6592709018  0.5072899107   0.5326274998   2.176257269    4.003822593    -1.855649347   -2.353710471   -2.331791668   -2.803407374   -2.926810291   -1.566310701   -4.186844033   -3.907316747   -4.646715195   -3.014249156   -0.7001787424  3.073006858e-06 5.443327506    
4506     INTERFACE  -0.6462047081  -0.1569036985  5.490342455    5.765389831    5.117786884    4.991285155    -4.294651743   -2.309512658   -3.604095038   -2.441687576   -1.189843506   -4.186844033   -4.582794279   -4.633702551   -3.732180632   -0.9210027456  8.144270069e-06 6.416240837    
4507     INTERFACE  -0.6462047081  0.8401273848   0.680865325    2.667292751    5.117786884    4.991285155    -4.294651743   -2.19118852    -5.360471708   -2.721290593   -1.189843506   -3.327482419   -3.907316747   -5.373619369   -5.468951621   -0.8967169523  6.489736347e-06 6.379265849    
4508     INTERFACE  -0.570663917   0.5072899107   0.5326274998   0.465048799    4.618539992    5.736443536    5.640313205    -2.309512658   -3.604095038   -2.441687576   -1.824117134   -4.186844033   -4.582794279   -5.373619369   -5.468951621   -0.9125642776  7.262056435e-06 6.540319954    
4509     INTERFACE  -0.570663917   0.5072899107   0.5326274998   2.176257269    4.618539992    4.05294498     -5.271730021   -2.309512658   -3.604095038   -2.441687576   -1.824117134   -4.186844033   -4.582794279   -4.646715195   -3.732180632   -0.8538882732  5.202254188e-06 5.948707544    
4510     INTERFACE  -0.570663917   0.5072899107   0.5326274998   2.176257269    4.618539992    4.05294498     -5.01129921    -2.309512658   -3.604095038   -2.441687576   -1.824117134   -4.186844033   -4.582794279   -4.646715195   -3.010334642   -0.8462406993  5.022535202e-06 5.887315244    
4511     INTERFACE  -0.570663917   0.5072899107   0.5326274998   2.176257269    4.618539992    4.05294498     -5.01129921    -2.309512658   -3.604095038   -2.225560683   -1.824117134   -4.186844033   -4.582794279   -4.646715195   -3.732180632   -0.8502608538  5.114661633e-06 5.918922687    
4512     INTERFACE  -0.570663917   0.5072899107   0.5326274998   2.176257269    4.618539992    4.05294498     -5.01129921    -2.132867963   -3.509277598   -2.926810291   -1.824117134   -3.327482419   -3.907316747   -4.646715195   -3.014249156   -0.8348262906  4.742114675e-06 5.80498624     
4513     INTERFACE  -0.570663917   0.5072899107   1.249143778    0.9261654007   0.9555115208   2.259169975    -6.333787409   -4.391587095   -5.001870905   -2.926810291   -5.166088974   -4.186844033   -3.907316747   -4.748274418   -3.061346575   -0.7361171246  4.300581889e-06 4.409001836    
4514     INTERFACE  -0.570663917   0.9467521083   0.3766146781   1.155771989    0.9555115208   2.259169975    5.640313205    -2.331791668   -5.001870905   -3.602877093   -1.846658472   -3.633055702   -3.907316747   -3.284510759   -3.014249156   -0.7932692766  4.319907277e-06 6.631492014    
4515     INTERFACE  -0.5188040686  0.5072899107   -1.441042064   2.176257269    0.9555115208   4.991285155    -2.965420853   -2.132867963   -2.803407374   -3.519320567   -2.550128335   -3.477359777   -4.582794279   -4.39450668    -3.014249156   -0.7403839231  3.684382737e-06 6.414382484    
4516     INTERFACE  -0.5187497902  0.5072899107   1.468466784    0.9261654007   0.9555115208   -1.326741911   -5.816961298   -4.609065066   -4.235625527   -2.926810291   -5.166088974   -4.186844033   -3.907316747   -4.646715195   -4.545998539   -0.6531168818  3.569556761e-06 3.845309518    
4517     INTERFACE  0.4986018334   -0.5033024969  0.8583369783   2.803007031    4.444895302    4.51986851     -4.294651743   -2.331791668   -5.533282556   -2.926810291   -5.513421943   -5.003801712   -4.220223828   -4.646715195   -2.583279414   -0.8941529393  6.355748244e-06 6.04690421     
4518     INTERFACE  0.7503988284   -0.5033024969  0.8583369783   2.803007031    4.444895302    4.05294498     -6.333787409   -2.331791668   -5.72726135    -2.926810291   -5.513421943   -5.003801712   -4.220223828   -4.748274418   -3.061346575   -0.898385644   6.859788512e-06 6.161172713    
4519     INTERFACE  0.7503988284   -0.5033024969  0.8583369783   2.803007031    4.444895302    4.51986851     -4.294651743   -2.331791668   -5.533282556   -2.926810291   -5.513421943   -5.003801712   -4.220223828   -4.720328887   -2.583279414   -0.8946332932  6.411412794e-06 6.035767753    
4520     INTERFACE  0.7503988284   -0.5033024969  1.586153736    2.671632756    4.003822593    4.05294498     -4.294651743   -2.331791668   -5.533282556   -2.926810291   -5.513421943   -5.003801712   -4.582794279   -4.646715195   -5.917425238   -0.8993082643  6.817444105e-06 5.814760245    
4521     INTERFACE  0.7503988284   -0.5033024969  1.586153736    2.856650954    4.003822593    4.05294498     -4.294651743   -2.058800426   -5.533282556   -2.926810291   -5.513421943   -5.003801712   -4.220223828   -4.646715195   -2.583279414   -0.8819682002  6.164072761e-06 5.555089887    
4522     INTERFACE  0.7503988284   -0.3411788895  0.5326274998   0.7219755601   3.825224009    -0.02973333887 -4.294651743   -2.132867963   -3.655701429   -2.327034538   -0.5385528578  -1.63163498    -3.907316747   -4.646715195   -2.733200734   -0.5890456438  2.849057374e-06 5.100746666    
4523     INTERFACE  0.7503988284   -0.1249771834  5.376110291    5.765389831    5.117786884    5.736443536    -4.294651743   -2.132867963   -5.819059311   -2.85507929    -2.083915094   -3.663602116   -4.079288633   -4.646715195   -3.014249156   -0.93523103    8.845133219e-06 6.388407101    
4524     INTERFACE  0.7503988284   0.5072899107   -0.8902441886  2.671632756    0.9555115208   2.259169975    -5.816961298   -5.209330446   -5.001870905   -4.828874615   -4.415167576   -6.240286207   -4.582794279   -4.646715195   -5.917425238   -0.8237157464  5.69104191e-06 5.196986941    
4525     INTERFACE  0.7503988284   0.5072899107   1.249143778    1.155771989    5.127194797    4.05294498     -5.816961298   -2.132867963   -5.001870905   -2.85507929    -5.166088974   -6.240286207   -4.582794279   -4.646715195   -6.493841122   -0.909994483   7.624039934e-06 7.008054856    
4526     INTERFACE  0.7503988284   0.5072899107   1.586153736    1.162039395    4.003822593    -1.326741911   -4.294651743   -2.331791668   -5.533282556   -2.926810291   -5.513421943   -5.003801712   -4.220223828   -4.646715195   -3.014249156   -0.793417871   4.686061615e-06 5.928946689    
4527     INTERFACE  -2.215705067   0.5072899107   0.07893705092  0.7219755601   4.618539992    -1.326741911   -2.745000615   -2.331791668   -3.509277598   -2.926810291   -1.824117134   -3.678711089   -3.907316747   -3.284510759   -3.014249156   -0.6518909335  2.739013283e-06 6.170883087    
4528     INTERFACE  -2.215705067   0.5072899107   0.5326274998   0.7219755601   4.618539992    -1.326741911   -2.745000615   -2.331791668   -3.509277598   -2.926810291   -1.824117134   -3.678711089   -4.32837233    -3.284510759   -3.014249156   -0.6661744714  2.877483623e-06 6.168843408    
4529     INTERFACE  -2.215705067   0.5072899107   0.5326274998   1.455847906    4.618539992    -1.326741911   -2.745000615   -2.331791668   -3.509277598   -2.071724973   -5.096026348   -3.678711089   -3.907316747   -3.284510759   -3.014249156   -0.7129845619  3.326990479e-06 6.247711906    
4530     INTERFACE  -1.93173367    0.5072899107   0.680865325    2.667292751    2.863862422    -1.855649347   -2.745000615   -2.432073253   -5.489868454   -2.926810291   -4.519226257   -3.678711089   -4.582794279   -4.646715195   -6.493841122   -0.7579742074  4.296159667e-06 5.025306994    
4531     INTERFACE  -1.93173367    0.5072899107   0.680865325    2.667292751    4.323070009    -1.326741911   -4.294651743   -2.19118852    -5.489868454   -2.721290593   -2.550128335   -4.186844033   -3.907316747   -4.646715195   -3.014249156   -0.7727233171  4.085820235e-06 6.078208156    
4532     INTERFACE  -1.93173367    0.8401273848   0.3766146781   2.324332702    2.242055195    -1.855649347   -4.294651743   -2.331791668   -3.867083866   -3.602877093   -1.009649312   -4.186844033   -4.079288633   -5.373619369   -3.014249156   -0.6507322788  3.169795318e-06 4.184601947    
4533     INTERFACE  -1.93173367    0.8401273848   0.3766146781   2.324332702    2.242055195    -1.855649347   -4.294651743   -1.888299537   -3.604095038   -3.602877093   -1.009649312   -4.186844033   -4.079288633   -5.373619369   -3.014249156   -0.6421371698  3.125187036e-06 4.140446887    
4534     INTERFACE  -1.93173367    0.8401273848   0.3766146781   2.667292751    2.863862422    -1.855649347   -4.294651743   -2.19118852    -5.489868454   -2.721290593   -1.009649312   -4.186844033   -4.079288633   -5.373619369   -3.014249156   -0.7031578422  3.717230212e-06 4.701370896    
4535     INTERFACE  -1.93173367    0.8401273848   0.680865325    2.324332702    2.242055195    -1.855649347   -4.294651743   -2.331791668   -3.604095038   -3.602877093   -2.550128335   -4.186844033   -4.079288633   -5.373619369   -5.468951621   -0.7016744614  3.572137967e-06 4.398848323    
4536     INTERFACE  -1.93173367    0.8401273848   0.680865325    2.667292751    2.863862422    -1.855649347   -4.294651743   -2.19118852    -6.206362294   -2.721290593   -2.550128335   -4.186844033   -4.079288633   -5.373619369   -5.468951621   -0.7573550344  4.35076057e-06 4.976834939    
4537     INTERFACE  -1.93173367    0.8401273848   0.680865325    2.671632756    4.003822593    4.05294498     -4.294651743   -2.331791668   -5.533282556   -2.721290593   -5.513421943   -4.186844033   -4.079288633   -4.646715195   -5.917425238   -0.8898611665  6.312576612e-06 5.859635745    
4538     INTERFACE  -1.93173367    1.044875438    0.680865325    2.667292751    2.863862422    -1.855649347   -4.294651743   -2.19118852    -5.489868454   -2.721290593   -2.550128335   -4.186844033   -4.079288633   -5.373619369   -5.468951621   -0.7526195645  4.2012075e-06  4.91925732     
4539     INTERFACE  -1.93173367    1.211562769    -0.1683211334  2.667292751    5.127194797    5.736443536    5.640313205    -5.395279127   -5.360471708   -2.721290593   -5.586691954   -5.351370011   -4.079288633   -5.373619369   -5.468951621   -0.9470717907  9.942067295e-06 7.052331709    
4540     INTERFACE  -1.93173367    1.211562769    0.3679557464   0.465048799    5.127194797    4.400483491    5.640313205    -5.477258167   -3.509277598   -2.926810291   -0.9177258636  -5.351370011   -4.079288633   -5.373619369   -3.377759134   -0.9085871577  7.374032368e-06 6.623580951    
4541     INTERFACE  -1.93173367    1.211562769    0.3679557464   0.7219755601   5.127194797    5.736443536    5.640313205    -5.395279127   -5.360471708   -3.602877093   -5.586691954   -5.351370011   -4.079288633   -5.373619369   -3.014249156   -0.9411056042  9.175107181e-06 7.04207698     
4542     INTERFACE  -1.93173367    1.211562769    0.3679557464   1.975462407    5.127194797    5.736443536    5.640313205    -5.218085888   -3.509277598   -2.85507929    -2.083915094   -3.663602116   -4.102534849   -3.284510759   -3.014249156   -0.9137142301  7.079205935e-06 6.336697034    
4543     INTERFACE  -1.93173367    1.211562769    0.3679557464   1.975462407    5.127194797    5.736443536    5.640313205    -5.218085888   -3.509277598   -2.85507929    -2.083915094   -3.663602116   -3.105771026   -3.284510759   -3.014249156   -0.910007894   6.861389637e-06 6.274399295    
4544     INTERFACE  -1.93173367    1.211562769    0.3679557464   2.176257269    5.127194797    4.05294498     -5.01129921    -5.477258167   -3.663873034   -2.85507929    -5.586691954   -5.351370011   -3.586602689   -4.646715195   -3.732180632   -0.9017589688  6.677352194e-06 6.933875315    
4545     INTERFACE  -1.93173367    1.211562769    0.3679557464   2.667292751    2.863862422    5.736443536    5.640313205    -5.395279127   -5.360471708   -2.721290593   -2.550128335   -4.186844033   -4.079288633   -5.373619369   -6.060900286   -0.930957675   8.421502478e-06 6.934701369    
4546     INTERFACE  -1.93173367    1.211562769    0.3679557464   2.667292751    4.587070321    5.736443536    5.640313205    -5.967069478   -5.360471708   -2.553164416   -5.586691954   -5.351370011   -4.079288633   -5.373619369   -5.468951621   -0.9467241168  9.920013532e-06 7.077801194    
4547     INTERFACE  -1.93173367    1.211562769    0.3679557464   2.667292751    4.587070321    5.736443536    5.640313205    -5.477258167   -5.959841706   -2.553164416   -5.586691954   -5.351370011   -4.079288633   -5.373619369   -5.468951621   -0.9469127059  9.951867417e-06 7.084648612    
4548     INTERFACE  -1.93173367    1.211562769    0.3679557464   2.667292751    4.587070321    5.736443536    5.640313205    -5.477258167   -5.360471708   -2.553164416   -5.586691954   -6.02143467    -4.079288633   -5.373619369   -5.468951621   -0.9470337629  9.975070284e-06 7.089067029    
4549     INTERFACE  -1.93173367    1.211562769    0.3679557464   2.667292751    5.127194797    5.736443536    5.640313205    -5.395279127   -5.360471708   -2.721290593   -5.586691954   -4.933209047   -4.079288633   -5.373619369   -5.468951621   -0.9467527866  9.879477062e-06 6.992679343    
4550     INTERFACE  -1.93173367    1.318420164    0.3679557464   2.667292751    5.127194797    5.736443536    5.640313205    -5.395279127   -5.360471708   -2.721290593   -5.586691954   -5.351370011   -4.079288633   -5.373619369   -5.468951621   -0.9474827647  1.001565637e-05 7.012135816    
4551     INTERFACE  -1.895588214   -0.5033024969  1.586153736    2.671632756    4.003822593    4.05294498     5.640313205    -2.331791668   -5.533282556   -2.926810291   -1.189843506   -4.186844033   -4.220223828   -4.646715195   -5.917425238   -0.9074106216  7.233759597e-06 6.60262319     
4552     INTERFACE  -1.895588214   -0.09862560015 -0.8198310379  2.176257269    0.1123032837   -2.168174054   -2.745000615   -2.409395789   -2.803407374   -2.327904935   -1.189843506   -4.186844033   -4.582794279   -4.646715195   -3.014249156   -0.4244921803  1.888074367e-06 4.088745596    
4553     INTERFACE  -1.895588214   1.584791282    0.4676492223   2.324332702    2.242055195    5.333527054    5.640313205    -2.331791668   -3.509277598   -4.292852054   -1.009649312   -4.574532584   -4.220223828   -3.284510759   -3.014249156   -0.8845880628  5.971674843e-06 6.299063612    
4554     INTERFACE  -1.895588214   1.584791282    0.4676492223   2.324332702    2.242055195    5.335741698    5.640313205    -2.1679175     -3.509277598   -4.292852054   -1.009649312   -4.574532584   -4.220223828   -3.284510759   -3.014249156   -0.8837169409  5.953795104e-06 6.288683062    
4555     INTERFACE  -1.895588214   1.624099236    0.7300756308   2.176257269    4.551929912    -1.975647008   -2.745000615   -1.88877438    -5.001870905   -2.926810291   -1.824117134   -4.186844033   -3.907316747   -2.530064223   -3.732180632   -0.7464796901  3.695618442e-06 6.02267067     
4556     INTERFACE  -1.895588214   1.624099236    0.7300756308   2.176257269    4.618539992    -1.975647008   -3.311189719   -1.88877438    -5.001870905   -2.926810291   -1.824117134   -4.186844033   -3.907316747   -2.530064223   -3.732180632   -0.754806757   3.78758741e-06 6.120504439    
4557     INTERFACE  -1.895588214   1.624099236    0.7300756308   2.176257269    4.618539992    -1.975647008   -2.745000615   -1.88877438    -5.144772284   -2.926810291   -1.824117134   -4.186844033   -3.907316747   -2.530064223   -3.732180632   -0.7507103086  3.761715948e-06 6.094048956    
4558     INTERFACE  -1.801513257   0.2418524366   1.950804857    2.176257269    1.051769798    -2.186763142   -4.294651743   -5.141661351   -5.001870905   -2.926810291   -5.513421943   -5.351370011   -4.381857997   -4.646715195   -5.917425238   -0.7445837855  4.396902429e-06 4.785218314    
4559     INTERFACE  -1.801513257   0.6363556932   1.950804857    2.176257269    1.051769798    -2.899439529   -4.294651743   -5.141661351   -5.001870905   -2.926810291   -5.513421943   -5.351370011   -4.381857997   -4.646715195   -5.917425238   -0.7563835979  4.479873169e-06 4.805104134    
4560     INTERFACE  -1.434869367   0.8401273848   0.4676492223   0.465048799    1.521246045    -1.855649347   -6.333787409   -4.391587095   -3.509277598   -2.85507929    -5.166088974   -4.186844033   -4.582794279   -4.748274418   -3.061346575   -0.6349793673  3.301984375e-06 3.948216478    
4561     INTERFACE  -1.37355684    0.5072899107   1.249143778    0.9261654007   0.9555115208   2.259169975    6.345775864    -2.132867963   -5.001870905   -2.926810291   -5.166088974   -4.186844033   -4.582794279   -4.646715195   -3.014249156   -0.8689239621  5.683283641e-06 7.645072188    
4562     INTERFACE  -1.37355684    0.5072899107   1.249143778    1.659456926    0.9555115208   2.259169975    -6.333787409   -4.391587095   -5.001870905   -2.926810291   -5.166088974   -4.186844033   -4.582794279   -4.748274418   -3.061346575   -0.7562755346  4.514911849e-06 4.455569269    
4563     INTERFACE  -1.336559031   0.6363556932   1.950804857    2.176257269    1.051769798    -2.186763142   -4.294651743   -5.141661351   -5.001870905   -2.926810291   -5.513421943   -5.351370011   -4.381857997   -4.646715195   -5.917425238   -0.7519269586  4.516631643e-06 4.731502221    
4564     INTERFACE  -1.291746977   -0.5033024969  1.249143778    2.856650954    4.003822593    4.05294498     -4.294651743   -5.145806762   -4.235625527   -2.926810291   -1.824117134   -3.612225462   -3.877815671   -4.646715195   -2.583279414   -0.8553161025  5.139951328e-06 5.476665878    
4565     INTERFACE  -1.291746977   0.5072899107   1.289281754    2.176257269    4.323070009    -1.326741911   -4.294651743   -2.331791668   -4.235625527   -1.705241677   -1.917280207   -4.186844033   -4.520635087   -4.646715195   -3.014249156   -0.7520897985  3.823535093e-06 5.896546524    
4566     INTERFACE  -1.291746977   0.8401273848   1.289281754    2.176257269    2.863862422    -1.855649347   -4.294651743   -2.331791668   -4.235625527   -1.705241677   -1.917280207   -4.186844033   -4.079288633   -5.373619369   -5.468951621   -0.723506093   3.856523631e-06 4.712060045    
4567     INTERFACE  -1.225223924   0.1286910045   0.3766146781   1.155771989    3.825224009    5.736443536    5.640313205    -2.331791668   -5.001870905   -3.602877093   -5.586691954   -3.633055702   -4.582794279   -3.284510759   -3.014249156   -0.9150352478  7.064918876e-06 6.698943975    
4568     INTERFACE  -1.225223924   0.1286910045   0.3766146781   2.176257269    5.127194797    4.874547348    5.781894086    -4.609065066   -5.001870905   -3.053255451   -5.166088974   -6.240286207   -4.582794279   -4.646715195   -6.493841122   -0.944296658   9.506193689e-06 7.191515458    
4569     INTERFACE  -1.225223924   0.1286910045   0.3766146781   2.176257269    5.127194797    4.874547348    5.781894086    -4.609065066   -5.001870905   -2.926810291   -5.166088974   -6.240286207   -5.219263781   -4.646715195   -6.493841122   -0.9452462196  9.651216823e-06 7.223391979    
4570     INTERFACE  -1.225223924   0.1286910045   0.3766146781   2.176257269    5.127194797    4.874547348    5.781894086    -4.609065066   -5.001870905   -2.926810291   -5.122788171   -6.240286207   -4.582794279   -4.646715195   -6.493841122   -0.9439706206  9.480096828e-06 7.180906335    
4571     INTERFACE  -1.225223924   0.1286910045   0.3766146781   2.667292751    3.825224009    5.736443536    5.640313205    -5.768691019   -3.655701429   -2.721290593   -5.586691954   -5.351370011   -4.079288633   -5.373619369   -5.468951621   -0.9405764341  9.009407037e-06 7.039959122    
4572     INTERFACE  -1.225223924   0.1286910045   0.7128174214   2.176257269    5.127194797    4.874547348    5.781894086    -4.609065066   -5.001870905   -2.926810291   -5.166088974   -6.240286207   -4.582794279   -4.646715195   -6.493841122   -0.9443295002  9.538631803e-06 7.162599964    
4573     INTERFACE  -1.225223924   0.1286910045   0.9102083243   2.176257269    5.127194797    4.874547348    5.781894086    -4.609065066   -5.001870905   -2.926810291   -5.166088974   -6.240286207   -4.582794279   -4.646715195   -6.493841122   -0.9444897175  9.569700267e-06 7.150263032    
4574     INTERFACE  -1.225223924   0.5072899107   0.3766146781   1.455847906    5.127194797    4.991285155    5.640313205    -2.132867963   -4.050038073   -2.071724973   -5.096026348   -4.186844033   -3.907316747   -3.284510759   -3.014249156   -0.9041569829  6.607182241e-06 6.319704226    
4575     INTERFACE  -1.225223924   0.5072899107   0.5326274998   2.176257269    3.825224009    5.335741698    -2.353710471   -2.331791668   -3.655701429   -2.327034538   -0.5385528578  -1.63163498    -4.582794279   -4.646715195   -3.014249156   -0.8129792213  4.397072147e-06 6.206383455    
4576     INTERFACE  -1.225223924   1.211562769    0.3766146781   1.975462407    5.127194797    4.991285155    5.640313205    -4.860642678   -3.509277598   -2.926810291   -1.189843506   -3.327482419   -3.907316747   -3.284510759   -3.014249156   -0.8989893198  6.416641256e-06 6.13549596     
4577     INTERFACE  -1.172911457   0.5072899107   0.5326274998   2.176257269    4.618539992    4.05294498     -5.01129921    -2.132867963   -3.509277598   -2.926810291   -1.824117134   -3.327482419   -3.907316747   -4.646715195   -3.014249156   -0.8342298269  4.727654426e-06 5.842626712    
4578     INTERFACE  -1.119036529   -0.3411788895  0.5326274998   0.7219755601   6.137776016    4.991285155    -2.745000615   -2.132867963   -4.227237123   -2.327034538   -1.846658472   -1.275498255   -4.003134195   -4.646715195   -3.449548497   -0.8463256955  5.011776706e-06 7.120916393    
4579     INTERFACE  -1.119036529   -0.3411788895  0.9101399416   0.7219755601   6.137776016    4.991285155    -2.745000615   -2.132867963   -4.227237123   -2.327034538   -1.846658472   -1.63163498    -4.003134195   -4.646715195   -3.449548497   -0.8519259095  5.070168767e-06 7.119580411    
4580     INTERFACE  -1.117404165   -0.5033024969  1.586153736    2.671632756    4.618539992    -2.358382604   -4.294651743   -2.331791668   -5.001870905   -3.602877093   -5.079068252   -5.003801712   -4.582794279   -4.646715195   -5.917425238   -0.8681650758  5.375702036e-06 6.841274921    
4581     INTERFACE  -1.117404165   -0.1249771834  0.8583369783   0.176498155    0.4933749606   -1.855649347   -2.353710471   -2.331791668   -2.803407374   -2.071724973   -5.079068252   -4.186844033   -4.582794279   -5.777267411   -1.986869452   -0.4483413398  2.285735259e-06 3.730811254    
4582     INTERFACE  -1.117404165   -0.1249771834  0.8583369783   2.324332702    5.127194797    4.05294498     5.032843719    -3.253156877   -5.001870905   -2.071724973   -5.079068252   -6.199951486   -4.582794279   -5.777267411   -2.603912598   -0.9159559011  7.903399484e-06 6.278224482    
4583     INTERFACE  -1.117404165   -0.1249771834  0.8583369783   2.324332702    5.127194797    4.05294498     5.032843719    -3.253156877   -5.001870905   -1.813995763   -5.079068252   -6.199951486   -4.582794279   -5.777267411   -1.986869452   -0.912820816   7.836143452e-06 6.223551209    
4584     INTERFACE  -1.117404165   -0.09862560015 0.5326274998   2.176257269    0.1123032837   -2.168174054   -2.745000615   -2.409395789   -2.803407374   -3.008567345   -2.083915094   -3.486430509   -4.582794279   -4.646715195   -3.014249156   -0.4723941386  2.001780657e-06 4.010225464    
4585     INTERFACE  -1.117404165   -0.06900481243 -1.51945397    0.7219755601   0.4296766532   4.05294498     -2.745000615   -2.432073253   -3.509277598   -1.875243299   -1.189843506   -3.782112687   -4.582794279   -4.646715195   -2.735449987   -0.6180768609  2.761590915e-06 5.615430991    
